
=== 执行时间: 2026-04-28 17:19:42 ===
处理总数: 2761 篇 | 成功添加: 2460 篇 | 跳过: 301 篇
✅ 成功 | python-office/poocr/20250329-1.0.0.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20250331-1.0.0-tx.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20240428-课程完结.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20250425-car.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20250326-passport.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20250408-瘦身.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20250119-铁路电子票.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20250107-其它也能批量识别了.md | 匹配关键词: default
✅ 成功 | python-office/poocr/批量识别发票.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20240715-营业执照识别.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20250409-多页PDF的bug.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20240716-营业执照+Excel.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20240710-户口本识别.md | 匹配关键词: default
✅ 成功 | python-office/poocr/20241001-exe.md | 匹配关键词: default
✅ 成功 | python-office/poocr/2025-0524-报关单识别.md | 匹配关键词: default
✅ 成功 | python-office/poocr/批量识别身份证，保存到Excel中.md | 匹配关键词: default
✅ 成功 | python-office/funcs/231223-newfuncs.md | 匹配关键词: default
✅ 成功 | python-office/funcs/20240616-del-ads.md | 匹配关键词: default
✅ 成功 | python-office/funcs/20250320-发票多页识别和机器人群聊.md | 匹配关键词: default
✅ 成功 | python-office/funcs/240711-近期更新计划.md | 匹配关键词: default
✅ 成功 | python-office/funcs/img-content.md | 匹配关键词: default
✅ 成功 | python-office/api/pdf/function-list-008.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/2-pdf2imgs.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/5-encrypt4pdf.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/1-pdf2docx.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/4-split4pdf.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/3-txt2pdf.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/8-merge2pdf.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/6-decrypt4pdf.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/7-add_text_watermark.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/0-install.md | 匹配关键词: default
✅ 成功 | python-office/popdf/课程/9-del4pdf.md | 匹配关键词: default
✅ 成功 | python-office/popdf/encrypt4pdf.md | 匹配关键词: default
✅ 成功 | python-office/popdf/20250422-cmd.md | 匹配关键词: default
✅ 成功 | python-office/popdf/20241212-pymupdf降级.md | 匹配关键词: default
✅ 成功 | python-office/popdf/20250404-pdf2docx批量.md | 匹配关键词: default
✅ 成功 | python-office/popdf/20250802-1.0.6.md | 匹配关键词: default
✅ 成功 | python-office/popdf/0225-pdf分割.md | 匹配关键词: default
✅ 成功 | python-office/poemail/课程资料.md | 匹配关键词: default
✅ 成功 | python-office/poemail/20250526-重庆话编程.md | 匹配关键词: default
✅ 成功 | python-office/version/20251030-1.0.6.md | 匹配关键词: default
✅ 成功 | python-office/wftools/open_soft.md | 匹配关键词: default
✅ 成功 | python-office/logs/20250710-uv.md | 匹配关键词: default
✅ 成功 | python-office/logs/250701-聊聊这个库.md | 匹配关键词: default
✅ 成功 | python-office/logs/250706-教材和词条.md | 匹配关键词: default
✅ 成功 | python-office/logs/20251020-下载34w-1200star.md | 匹配关键词: default
✅ 成功 | python-office/pomarkdown/1-excel2markdown.md | 匹配关键词: default
✅ 成功 | python-office/povideo/audio2txt.md | 匹配关键词: default
✅ 成功 | python-office/group/20250302-3-project.md | 匹配关键词: default
✅ 成功 | python-office/porobot/chat.md | 匹配关键词: default
✅ 成功 | python-office/poimage/开启多线程+水印.md | 匹配关键词: default
✅ 成功 | python-office/poimage/flag2profile.md | 匹配关键词: default
✅ 成功 | python-office/poimage/split4img.md | 匹配关键词: default
✅ 成功 | python-office/pofile/clean4disk.md | 匹配关键词: default
✅ 成功 | python-office/pofile/function-list-001.md | 匹配关键词: default
✅ 成功 | python-office/pofile/get-files-demo.md | 匹配关键词: default
✅ 成功 | python-office/ref/250708-qt-pyside.md | 匹配关键词: default
✅ 成功 | python-office/ref/250708-qt5-pyside2.md | 匹配关键词: default
✅ 成功 | python-office/ref/tinghua-pip.md | 匹配关键词: default
✅ 成功 | python-office/poexcel/pandas/10-minutes.md | 匹配关键词: default
✅ 成功 | python-office/poexcel/20240613-excel2pdf.md | 匹配关键词: default
✅ 成功 | python-office/poexcel/query4excel-demo.md | 匹配关键词: default
✅ 成功 | python-office/poexcel/blank-excel.md | 匹配关键词: default
✅ 成功 | python-office/poexcel/240301-合并excel.md | 匹配关键词: default
✅ 成功 | python-office/poppt/20251213-readme.md | 匹配关键词: default
✅ 成功 | python-office/poppt/20251213-test_file.md | 匹配关键词: default
✅ 成功 | python-office/poppt/20240724-ppt2img.md | 匹配关键词: default
✅ 成功 | python-office/pofinance/t0.md | 匹配关键词: default
✅ 成功 | python-office/poai/20250217-ds.md | 匹配关键词: default
✅ 成功 | python-office/pohan/han2pinyin.md | 匹配关键词: default
✅ 成功 | python-office/pwd4wifi.md | 匹配关键词: default
✅ 成功 | python-office/profile.md | 匹配关键词: default
❌ 跳过 | python-office/merge2excel.md | 无frontmatter
✅ 成功 | python-office/group-by-name.md | 匹配关键词: default
✅ 成功 | python-office/cartoon-img-convert.md | 匹配关键词: default
✅ 成功 | python-office/find-excel-data.md | 匹配关键词: data
✅ 成功 | python-office/pencil4img.md | 匹配关键词: default
✅ 成功 | python-office/excel-wechat.md | 匹配关键词: wechat
✅ 成功 | python-office/function-list-011.md | 匹配关键词: default
❌ 跳过 | python-office/function-list-001.md | 无frontmatter
✅ 成功 | python-office/pdf2imgs.md | 匹配关键词: default
✅ 成功 | python-office/poimage-del-watermark.md | 匹配关键词: default
✅ 成功 | python-office/function-list-005.md | 匹配关键词: default
✅ 成功 | python-office/function-list-004.md | 匹配关键词: default
✅ 成功 | python-office/function-list-010.md | 匹配关键词: default
❌ 跳过 | python-office/ppt2pdf.md | 无frontmatter
❌ 跳过 | python-office/pdf-add-water-mark.md | 无frontmatter
✅ 成功 | python-office/20240818-瘦身.md | 匹配关键词: default
❌ 跳过 | python-office/pdf-password.md | 无frontmatter
✅ 成功 | python-office/function-list-007.md | 匹配关键词: default
✅ 成功 | python-office/fake2excel.md | 匹配关键词: default
✅ 成功 | python-office/ppt2img.md | 匹配关键词: default
✅ 成功 | python-office/function-list-003.md | 匹配关键词: default
❌ 跳过 | python-office/txt2wordcloud.md | 无frontmatter
❌ 跳过 | python-office/github-pages.md | 无frontmatter
❌ 跳过 | python-office/function-list-002.md | 无frontmatter
✅ 成功 | python-office/function-list-006.md | 匹配关键词: default
✅ 成功 | python-office/python-office-qaq.md | 匹配关键词: python
✅ 成功 | python-office/全套视频.md | 匹配关键词: default
✅ 成功 | python-office/merge2pdf.md | 匹配关键词: default
✅ 成功 | python-office/merge4docx.md | 匹配关键词: default
✅ 成功 | python-office/function-list-009.md | 匹配关键词: default
✅ 成功 | python-office/tencent-ai-audio2txt.md | 匹配关键词: ai
✅ 成功 | python-office/function-list-008.md | 匹配关键词: default
❌ 跳过 | python-office/docx2pdf.md | 无frontmatter
✅ 成功 | python-office/download-b-video.md | 匹配关键词: download
❌ 跳过 | pro-python/time-datetime.md | 无frontmatter
❌ 跳过 | pro-python/str-func.md | 无frontmatter
✅ 成功 | pro-python/re-module.md | 匹配关键词: default
✅ 成功 | pro-python/ay-speed.md | 匹配关键词: default
✅ 成功 | pro-python/20k-interview.md | 匹配关键词: default
❌ 跳过 | pro-python/random-py.md | 无frontmatter
✅ 成功 | wwp/memory.md | 匹配关键词: default
✅ 成功 | wwp/array.md | 匹配关键词: default
✅ 成功 | wwp/2-c.md | 匹配关键词: default
❌ 跳过 | pobaidu/pobaidu_face-merge.md | 无frontmatter
✅ 成功 | pobaidu/colourize-link.md | 匹配关键词: default
✅ 成功 | pobaidu/pobaidu-colourize.md | 匹配关键词: ai
✅ 成功 | pobaidu/pobaidu-error.md | 匹配关键词: ai
❌ 跳过 | java/java-study-grammer.md | 无frontmatter
✅ 成功 | java/java-inter-resource.md | 匹配关键词: default
✅ 成功 | potencent/potencent-vatinvoiceocr.md | 匹配关键词: default
❌ 跳过 | potencent/potencent-bankcardocr.md | 无frontmatter
❌ 跳过 | potencent/potencent-api-doc.md | 无frontmatter
✅ 成功 | laws/RobotTaxi-法律&案例.md | 匹配关键词: robot
✅ 成功 | laws/开源项目-法律&案例.md | 匹配关键词: default
✅ 成功 | laws/网络爬虫-法律&案例.md | 匹配关键词: default
✅ 成功 | vlog-all/vlog-all.md | 匹配关键词: default
❌ 跳过 | html-css-js/html-css-js.md | 无frontmatter
✅ 成功 | wanfeng/contact/20251124-wechat-group.md | 匹配关键词: wechat
✅ 成功 | wanfeng/20220719-商单报价2w只想早点睡觉.md | 匹配关键词: default
✅ 成功 | wanfeng/20220613-转行程序员培训班能找到工作吗.md | 匹配关键词: default
✅ 成功 | wanfeng/20231001-Python爬虫千万别学.md | 匹配关键词: python
✅ 成功 | yaaakaaang/pobd_exe/1_exe.md | 匹配关键词: default
✅ 成功 | yaaakaaang/pobd_exe/4_others_1.md | 匹配关键词: default
✅ 成功 | yaaakaaang/pobd_exe/2_install_pobd.md | 匹配关键词: default
✅ 成功 | yaaakaaang/pobd_exe/5_others_2.md | 匹配关键词: default
✅ 成功 | yaaakaaang/pobd_exe/3_vat_invoice.md | 匹配关键词: default
✅ 成功 | yaaakaaang/poocr/00_get_key.md | 匹配关键词: default
✅ 成功 | yaaakaaang/poocr/01_customs.md | 匹配关键词: default
✅ 成功 | yaaakaaang/poemail/03_send_email_content.md | 匹配关键词: ai
✅ 成功 | yaaakaaang/poemail/05_batch_send_email_content_flie.md | 匹配关键词: ai
✅ 成功 | yaaakaaang/poemail/04_send_email_files.md | 匹配关键词: ai
✅ 成功 | yaaakaaang/poemail/01_install.md | 匹配关键词: default
✅ 成功 | yaaakaaang/poemail/02_config.md | 匹配关键词: default
✅ 成功 | yaaakaaang/poemail/06_receive_mail_attchment.md | 匹配关键词: ai
✅ 成功 | yaaakaaang/pobd/vat_invoice.md | 匹配关键词: default
✅ 成功 | yaaakaaang/pobd/driving_license.md | 匹配关键词: default
✅ 成功 | yaaakaaang/pobd/social_security_card.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/11_chat_big_model.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/01_send_message.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/07_batch_add_friends.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/10_chat_robot.md | 匹配关键词: robot
✅ 成功 | yaaakaaang/robot/03_group_send.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/08_collect_info.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/02_send_message_by_time.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/09_collect_message.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/06_customize.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/05_keywords.md | 匹配关键词: default
✅ 成功 | yaaakaaang/robot/04_send_file.md | 匹配关键词: default
✅ 成功 | yaaakaaang/ui.md | 匹配关键词: default
✅ 成功 | yaaakaaang/divorce_certificate.md | 匹配关键词: default
✅ 成功 | yaaakaaang/social_security_card.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-16-group_by_name.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-13-merge2excel.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-28-translate.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/qrcode.png.md | 匹配关键词: code
✅ 成功 | ruweng/30讲/30-12-han2pinyin.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-05-txt2wordcloud.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-22-LicensePlateOCR.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/模板.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-19-excel2pdf.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-15-docx4imgs.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-11-del_watermark.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-25-count_line.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-10-VatInvoiceOCR2Excel.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-02-docx2pdf.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-09-down4img.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-08-sheet2excel.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-27-video2mp3.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-01-pdf2docx.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-24-encrypt4pdf.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-21-passwordtools.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-26-runtime.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-17-flag2profile.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-07-ppt2pdf.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-06-txt2mp3.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-30-mkdir.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-04-fake2excel.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-18-zip4dir.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-20-query4excel.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-29-net_speed_test.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-23-add_watermark_by_parameters.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-14-replace4filename.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-03-ppt2img.md | 匹配关键词: default
✅ 成功 | nanShao/2/20250725-行业热点.md | 匹配关键词: default
✅ 成功 | nanShao/1/20250731和晚枫老师合作的2个月我很有压力.md | 匹配关键词: default
✅ 成功 | nanShao/1/202508011-3行代码搞定办公自动化这套课程我真心推荐.md | 匹配关键词: default
✅ 成功 | nanShao/1/20250803-csdn账号被封杀.md | 匹配关键词: default
✅ 成功 | nanShao/1/20250419-2025.1-pycharm.md | 匹配关键词: pycharm
✅ 成功 | nanShao/7/pandas/20250802-读取行和列.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250731Pandas创建excel1行代码就行.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250801-如何用Python读取Excel文件.md | 匹配关键词: python
✅ 成功 | nanShao/7/pandas/20250803-趋势图.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250803-饼图.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250803-分组柱状图.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250803-叠加水平柱状图.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250802-柱状图.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250802-写入Excel.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250802-排序.md | 匹配关键词: default
✅ 成功 | nanShao/7/pandas/20250802-用Python自动生成数据.md | 匹配关键词: python
✅ 成功 | nanShao/7/pandas/20250802-透视表.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/05-PPT转PDF.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/07-统计代码行数.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/04-批量压缩文件夹.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/01-图片去水印.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/10-测试网速.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/09-从视频里提取音频.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/01-一行代码下载图片.md | 匹配关键词: default
✅ 成功 | nanShao/7/10讲/08-制作进度条.md | 匹配关键词: default
